Packet_Size,Transmission_Rate,Latency,Protocol_Type,Active_Connections,CPU_Usage,Memory_Usage,Bandwidth_Utilization,Request_Response_Time,Auth_Failures,Access_Violations,Firewall_Blocks,IDS_Alerts,Anomalous_Load,DWT_Feature_1
941,180.5790449,92.18853656,1,399,23.14319324,2330.488707,44.08371179,1.355075945,1,1,3,2,0,-0.813556571
1107,144.7128382,81.8022135,1,36,84.44145799,2639.063248,77.47905933,0.464175861,6,2,1,13,1,1.76647265
1268,129.87561,92.93119626,1,6,72.7110388,14869.34824,48.53611343,0.838803598,3,2,4,5,0,-1.787821699
824,67.30919633,98.06553702,0,377,9.731622415,10963.44517,70.90983566,0.694375322,5,3,1,2,0,1.288983335
1015,140.8456834,10.96031143,1,42,89.91015177,10521.29727,56.54055742,0.27953645,3,2,15,11,1,-1.205012763
515,67.58058585,66.04671487,1,50,64.0687692,8932.346594,32.36181442,1.211097244,8,0,14,4,0,0.866465784
1291,100.5809863,47.1555458,0,112,18.62266092,4755.615379,64.58507767,1.987972707,0,1,3,13,1,2.202374878
835,71.42629472,87.38690413,1,146,25.15925291,9972.146303,76.32176454,1.163217468,0,0,14,2,0,0.170249273
1258,153.8110471,32.66332318,1,230,63.85786591,6621.380546,97.65151061,1.135993823,4,0,4,11,1,-0.589202215
757,80.93781708,98.29265402,1,211,71.2796897,2412.116786,44.20980521,0.176596044,4,4,2,6,0,0.591190014
996,108.778906,65.23371726,0,497,25.31805517,11064.59692,15.80252902,0.364518424,7,1,13,6,0,1.93816178
1487,184.3512166,81.4183662,1,306,26.84235258,2160.35647,98.91740991,1.075116269,6,3,6,11,1,1.480955298
1395,80.64745751,17.70395975,1,30,31.10525906,3131.630438,66.14259935,1.971839272,2,2,14,0,0,0.940010121
659,126.1707596,26.51120963,0,461,55.83156101,13101.41906,95.18054123,1.765554697,7,4,4,5,0,-0.152386318
974,112.8907492,78.25633057,0,295,19.60437516,10595.86183,19.34443774,0.746397331,3,0,8,12,1,0.444749424
1351,52.71860616,11.97878698,1,116,13.86067191,10132.75935,40.78304559,1.131708083,2,2,12,12,1,1.985054913
1163,168.913717,83.51901873,0,396,62.70344757,6749.424271,22.0543029,1.150134222,1,1,6,14,1,0.810016311
1407,60.35688595,11.25541168,0,226,71.22332488,6400.86024,85.19591391,1.402185164,8,0,3,2,0,1.330816003
1189,121.1382531,69.14069552,0,59,47.57899938,11075.17549,89.23084673,1.406785878,6,0,6,6,0,0.468565567
1174,134.1017442,42.85845282,1,76,35.92578037,11866.08806,55.11805299,1.600605728,4,1,0,0,0,-0.630978575
879,144.2639685,65.03453674,1,428,41.72363065,8212.389918,26.79455959,0.147444947,8,3,14,9,0,3.788733873
1044,153.2947444,72.64282663,0,216,38.01466588,15511.38099,21.44070721,1.892992362,2,4,14,2,0,2.054961831
1428,87.99085753,40.82276973,0,132,86.5987172,15295.62299,62.93476991,0.233117887,5,1,17,11,1,1.327488992
1456,51.4968165,19.71662033,0,420,70.28764194,6657.628891,55.57386921,1.004704212,7,2,14,9,0,0.692152458
1190,158.5165494,16.2681281,0,498,22.68741326,13147.89384,72.53101921,1.847200625,8,2,2,1,0,2.924507734
926,130.3484899,63.00424203,1,304,37.65607792,8737.958681,37.46865364,1.026570776,3,0,4,13,1,-0.223194974
1112,175.4176555,56.85898184,0,398,51.24104477,8236.918612,46.21311955,0.220909985,0,4,4,7,0,1.839745868
767,173.2082544,76.79809082,1,81,57.10379828,973.9285759,11.92249665,0.535556038,7,3,15,7,0,0.935199325
1334,176.4989252,55.8761959,0,305,44.79563116,9226.197896,64.91287406,1.199466835,9,3,9,10,0,0.49973976
1076,122.764199,48.0201211,1,67,73.86076398,14419.1891,48.08291692,0.266937074,2,2,12,13,1,0.467830389
916,100.0442594,45.82784604,1,230,70.24651165,12504.1282,92.77881704,0.904988069,5,3,14,8,0,2.696152702
667,168.7337304,12.38022123,0,471,47.93842308,12602.4426,67.76076679,0.725277206,3,2,7,12,1,-1.807721987
1341,117.694117,40.20014815,1,333,77.62649788,2642.871713,45.88250423,1.648894493,5,4,19,8,0,3.182721726
542,77.51632946,97.84181418,1,393,68.84261009,5799.346209,33.72302628,0.309250683,2,0,6,10,0,2.264874208
1055,178.2461029,88.62000186,1,277,71.17945714,3807.958175,91.47564483,1.397317055,6,2,13,12,1,0.85902719
784,182.3839815,39.64402603,0,361,86.29406625,5123.052991,11.46385667,0.872519235,1,4,5,1,0,0.46000139
896,119.9464634,62.90158646,1,72,27.64969,9314.675562,39.42212205,1.216726293,4,2,7,6,0,0.769544218
511,61.3549591,86.2567071,1,209,27.7500938,5900.062633,94.91550254,0.490510367,2,1,14,6,0,1.458900331
1106,108.1739135,49.71469031,0,272,80.56094173,9015.095298,68.86297063,1.258437001,4,2,16,3,0,2.508382366
801,170.5306489,11.61620774,0,144,70.63924174,7072.169848,57.94471642,1.380557682,2,4,4,5,0,1.436086626
1397,185.2661043,16.70594156,1,251,83.75637102,4657.187379,28.31812461,0.233439973,8,3,11,0,0,1.133934614
752,80.52091137,55.93534492,1,284,10.36606363,1616.914604,85.00372968,1.666254108,7,2,12,13,1,0.767343382
998,60.0460418,97.24954381,0,179,58.35935157,14280.23147,28.37791563,1.736382814,1,0,2,5,0,-1.887718783
1253,181.602568,72.3888588,0,440,17.29340874,280.8365195,32.34281784,0.220752706,7,4,18,14,1,-1.639589333
534,108.4107408,16.38245723,1,80,47.83126185,126.2745615,27.26660286,1.246056227,7,3,14,12,1,2.253193456
1226,131.2641446,27.04247882,1,57,18.23848921,13246.08406,24.23345145,1.228621844,9,4,17,0,0,1.354094042
1348,195.2098718,79.41908289,0,366,15.88667326,15949.29395,95.79812464,0.123670983,2,2,19,4,0,1.845217389
589,59.98470919,85.7295784,0,308,6.034309357,11660.93496,64.18284365,0.750458187,9,1,6,3,0,1.808236283
1275,147.2477011,65.59251276,1,174,58.57029905,342.8540252,67.40534188,1.940958987,4,1,13,5,0,1.520123206
1104,61.11581339,67.99808527,1,462,35.51692242,3704.374604,95.88929191,1.155356429,1,0,19,10,0,1.870790818
1421,106.3203393,12.55037053,0,238,13.94100421,15551.98093,30.75175496,1.873102425,9,0,18,14,1,-0.578996227
1469,170.5721818,84.56772336,1,492,32.44121111,12956.80761,10.53257847,1.383724808,5,3,10,10,0,1.420928792
1101,115.0208349,80.94476874,1,166,19.36024777,9112.117516,63.89952846,0.153941985,1,1,6,4,0,1.249452685
917,199.5773531,33.31316297,1,84,85.04406068,3866.08528,55.70603679,0.247655076,3,2,10,4,0,2.468938418
614,133.8588927,73.7809048,1,493,32.20041529,328.4862742,52.98853397,1.472140015,2,4,7,2,0,-4.531941495
1116,98.1743229,29.33691458,0,48,33.38604948,431.6974149,15.56921901,1.153678802,0,4,9,9,0,3.955622285
1402,83.01669889,13.62971449,0,127,76.38793029,9830.49573,50.89913799,0.341588163,7,1,10,14,1,1.76325328
695,102.5780801,28.10228883,1,169,60.05923971,447.126834,35.88036086,1.266719089,7,1,0,1,0,0.915996292
1325,105.8799911,26.07659891,1,354,65.36458663,15898.71926,34.71082095,1.639545985,0,4,19,6,0,-0.804767649
1000,60.30705166,40.39731971,1,374,59.06015334,3015.802953,30.01434222,1.530666617,5,3,9,9,0,0.118927267
1125,105.4361299,47.66045475,1,443,85.42668414,11400.24705,39.92755238,0.567708674,0,4,6,14,1,1.010824397
992,119.635778,55.76850023,0,349,22.59507068,2565.44957,41.78197676,0.590570437,8,0,2,11,1,2.871478937
574,158.4106628,52.9078488,1,67,89.06833555,8687.485395,37.78981987,1.93889183,0,2,18,7,0,2.655658261
912,148.5094227,34.36071454,1,330,75.63127509,1381.719487,98.08774441,1.786069124,2,1,3,4,0,1.361854117
875,156.3148483,12.62536017,0,340,55.06267005,12291.77695,93.9457977,0.704840897,8,1,5,8,0,1.509106148
919,51.25455228,64.459146,0,194,61.30158807,9400.245406,61.70590896,1.66570353,0,3,0,0,0,0.745780907
1228,82.65010994,45.61703469,1,155,60.1501995,1470.050425,98.29493546,0.407303206,1,0,3,12,1,-0.983314848
776,149.2526433,36.88049416,0,160,9.963679045,13592.52041,99.20782093,0.473998093,3,4,6,2,0,-0.664664438
1260,122.5984052,88.02469385,0,184,23.53140238,8797.595975,42.0345739,0.444272502,6,0,10,7,0,1.795201969
1175,50.79702135,77.2068977,1,266,86.72502518,14753.31773,50.06687912,0.266669473,7,0,5,4,0,1.419264835
893,170.6741964,87.19889935,1,168,50.42097645,14674.31164,96.31555993,1.723888421,0,3,4,1,0,-0.462987862
1368,165.921436,54.54845152,0,145,37.16005628,14736.07385,64.77635794,1.199733107,0,3,11,9,0,-0.672108563
956,132.2628744,21.78381269,1,186,69.77326939,1336.784683,29.16361746,0.592016576,4,4,1,8,0,1.301189066
1419,59.96949887,72.65992925,0,374,49.58411013,2023.228412,72.04426015,1.712444562,7,4,17,12,1,-0.050716962
691,164.9772574,28.54664019,0,353,6.118835572,15804.52237,28.51715638,1.625028843,0,2,8,0,0,-0.753564667
1238,137.5570382,49.71067022,0,262,67.58019572,7852.85306,40.54219693,0.291807884,2,0,13,2,0,0.836172666
1188,167.2939966,15.85007101,1,423,67.2384926,3887.60344,30.48041468,1.32386481,5,4,11,13,1,1.297753945
598,162.7620489,84.27775622,1,495,19.03764053,12337.66537,32.04821943,1.471483843,0,3,8,13,1,-1.228987454
1047,170.4503108,21.33465769,0,274,86.31610752,4302.135017,10.41900234,1.46007194,2,2,0,13,1,-0.160016765
1477,127.70121,91.27877563,0,457,24.03219118,11662.72944,89.2637949,1.473971145,0,2,6,3,0,1.341790016
1498,71.04867773,87.7807542,1,328,43.90869623,13412.84387,36.63914457,0.421969793,3,3,6,6,0,2.523033721
595,150.673621,51.8124488,0,345,14.75255671,12569.7877,17.77369416,0.698664263,8,4,9,3,0,0.69844803
1163,143.0710678,76.99313839,0,223,56.27899715,4457.36015,17.82886651,1.703939166,4,3,1,10,0,-0.446686537
1162,161.3379781,65.75005664,1,42,36.9133452,6485.735328,60.04164488,1.806944325,2,4,3,1,0,-0.910870278
689,75.48215091,82.27680781,1,4,35.01974429,6670.690951,99.36284955,0.630458884,9,3,7,1,0,0.248555122
1235,79.24627999,48.86245907,1,276,75.29303456,7911.239398,23.05202205,0.143737081,6,3,13,9,0,0.185950409
536,183.5614276,80.72276358,1,284,5.812745592,2761.228339,18.96596029,1.7335572,5,1,12,0,0,-2.823587504
1279,162.4966698,51.62111354,0,424,72.82547553,7294.273802,49.44734924,0.816474492,8,4,15,6,0,-2.181444776
868,186.2342733,94.68692091,1,193,53.57312809,8221.449549,60.69981285,0.725980756,3,0,6,13,1,-3.023649691
1194,163.8072982,53.77348907,1,104,88.81837365,8554.173046,36.4942323,0.759299391,3,1,9,8,0,0.215719728
1024,139.5732959,51.63573447,0,247,55.10267375,13136.41684,37.22698833,0.889823206,8,1,10,11,1,1.671900839
778,148.1199106,80.65646754,0,300,9.707226403,8325.618526,48.20288517,0.818706581,1,1,10,9,0,1.461258451
716,183.3691886,83.94199226,0,23,9.304852748,3769.464368,38.27310536,1.176218708,9,1,5,1,0,-1.648512872
1366,136.8210132,59.90402029,1,441,80.06800384,10643.74694,92.37984252,0.249986529,1,0,11,6,0,-1.146826618
1372,144.8586986,26.18180321,0,303,76.50320237,12777.29489,13.77591142,1.945926369,8,1,9,13,1,-1.702776755
1297,73.4715074,52.09824079,1,13,34.40065642,5178.009496,31.11131439,1.879256965,6,0,8,14,1,0.252966912
772,121.088183,97.12652526,0,144,57.53276116,10360.36427,82.76975166,1.875372629,4,0,5,7,0,1.424279515
1380,157.4595668,77.76875737,1,218,46.61526535,2436.314136,85.05623122,1.770627486,4,1,8,2,0,1.713251885
561,90.64140475,83.00463435,0,183,87.20894469,5536.628243,20.03995711,1.354619974,8,2,2,3,0,-0.867984587
1095,80.33812708,12.95429489,1,351,85.74667657,14556.66048,97.6387105,0.520106269,9,0,6,13,1,0.23798472
1379,97.07402123,52.10735164,1,242,88.62631573,14589.79979,72.40193649,0.194018626,4,1,2,8,0,-0.981813746
1228,86.2250942,68.19590203,0,193,78.64814635,9247.660802,34.53337504,0.288710023,8,3,19,3,0,0.091898586
841,82.23689556,84.70294153,0,465,82.31188522,11267.38823,51.04340783,0.715585751,7,3,7,5,0,-0.849053648
896,113.7276264,14.43462882,1,272,23.4686962,13678.8451,36.74247576,1.057377748,5,4,7,7,0,-0.754798513
1198,186.1757771,86.71949971,0,375,75.63557706,15340.99565,23.50200249,1.987180835,4,0,12,9,0,-1.844501503
518,126.058947,59.35608431,1,165,65.25285462,7889.194401,36.20602583,0.927342634,4,0,1,1,0,-4.237381591
676,78.18805712,27.75825735,1,180,86.83685325,9029.054212,62.20827437,1.096827572,4,3,13,0,0,-0.537326672
1111,61.54575041,38.55296948,1,117,53.55725542,6708.70091,84.33727254,1.42079877,0,0,4,6,0,0.470499881
895,154.4234218,35.37365966,0,266,12.23920917,1244.512799,42.71761674,0.443394544,4,0,12,0,0,0.268662337
944,107.4198147,57.77731309,1,378,55.77890575,6822.575212,41.31113865,1.872371303,2,3,12,3,0,-2.147928424
732,173.274642,14.65171119,1,38,63.35937888,12670.9747,52.1200631,1.105165751,5,1,18,4,0,-3.233500092
1414,148.9266153,24.26825426,1,44,23.72728744,12897.67942,68.010004,0.624887057,8,3,2,1,0,-0.16664931
575,169.4362176,83.1423739,1,351,38.4996376,14288.79612,77.64546362,1.876707074,2,2,13,9,0,-1.705077569
764,90.79190591,21.93435917,0,74,55.87279019,918.3206123,39.41195543,1.288356175,0,3,3,12,1,-0.713391215
954,153.8538384,31.00566425,0,438,36.79898767,8481.757974,62.7717221,1.019010489,7,3,9,3,0,-1.74102858
1295,89.6092977,50.8033545,1,369,36.87055597,1808.049358,45.04247572,1.202296229,8,1,5,10,0,-2.299598458
1217,190.8602719,56.54087993,0,226,16.31236433,3291.800712,74.47598653,1.521774216,9,3,5,10,0,1.544870525
1234,145.4561422,78.72494317,0,307,84.96347146,14413.44239,24.82074285,0.393622207,3,3,1,9,0,0.528702957
883,98.67677003,50.2599184,1,308,68.79202268,7998.981009,33.12323785,1.743177818,9,1,1,10,0,-0.168148248
1063,90.42677934,81.08781589,0,454,5.105692304,12160.86424,48.34543779,1.92306294,4,3,18,6,0,1.112344987
1350,78.63898776,65.65116763,0,348,70.07712914,1123.707284,90.04733109,1.177299338,2,1,2,3,0,-0.130897208
1005,154.1961438,20.17897655,0,476,67.88257438,6727.541412,61.59932104,1.396314609,7,2,19,10,0,-0.70214185
866,82.80734195,24.06982946,0,315,5.827131613,10820.42046,96.88565071,1.733683614,2,1,3,0,0,2.166552399
643,139.2954899,49.33303529,0,13,36.4163653,2221.163052,19.29499168,0.8121402,3,0,3,11,1,2.24730603
1384,89.69525404,45.72004538,0,425,56.57355368,5280.504278,51.41578723,1.98638041,9,0,10,12,1,-1.62797277
568,149.2953417,76.91898427,1,12,43.48380541,1126.3101,47.7170677,1.392952602,6,1,2,9,0,0.173610746
598,172.2409593,62.26634258,0,50,71.12882009,10456.30506,64.01855588,0.905597527,1,3,16,3,0,-0.020143494
895,166.7037865,44.93197729,1,488,41.16395827,15537.17102,83.07681478,1.386942153,0,4,8,10,0,0.985621236
524,164.1276996,25.36842551,1,313,18.0783524,13250.02331,85.7303223,1.091192062,3,4,13,11,1,-1.74360023
1447,78.15836085,30.41533921,1,434,87.99532806,15596.50756,70.31751478,0.312118986,7,2,1,5,0,1.54730226
1390,63.25774205,61.79509166,0,249,25.57339939,13545.11624,67.73827278,1.612144079,0,2,13,12,1,-1.576264217
968,154.8423243,48.10949244,0,119,66.0038464,13697.61332,95.41265878,1.172313602,9,4,2,13,1,-0.470377324
983,105.2520821,56.3434758,1,57,17.16828649,9277.117406,44.53186615,1.61210656,2,4,1,11,1,-1.898124001
1064,114.851934,25.36096918,1,182,32.96607217,8340.211751,84.95049828,0.394332687,3,1,0,4,0,-1.05879391
650,54.67236392,69.66156271,1,450,42.57234672,6559.442836,92.93533544,1.122878598,3,4,3,12,1,-1.776942929
643,88.93646739,86.72848668,0,264,21.33972038,13107.70883,54.23853198,1.556586117,2,0,9,3,0,-1.67526683
1068,55.05146058,33.21455561,0,106,43.24656399,2994.875035,75.61923207,1.977778678,2,2,14,1,0,0.756179668
538,181.8778659,54.23628032,0,191,18.35883995,993.9761616,43.9317871,1.780354825,6,2,11,14,1,-0.409116063
608,86.50950248,97.79745961,1,137,52.51555581,15171.51178,24.29911128,1.742264291,7,0,5,9,0,2.461738713
1192,133.6005754,39.99175665,0,188,61.41562646,160.0731447,62.78534933,0.570174262,9,2,2,10,0,-0.678281039
541,55.8468981,63.55417104,0,120,10.30691414,15631.58622,27.68244858,1.692170743,3,4,2,5,0,-1.492142448
685,150.0271087,18.11761302,1,242,79.04623029,11688.76858,51.18392177,0.421634427,7,2,18,11,1,-1.13348707
1434,98.45410186,64.54135022,0,319,20.73697523,5323.132823,88.5591382,0.476404563,7,0,19,5,0,-0.62159946
897,184.687878,18.0668596,1,72,24.15580615,11195.33551,17.74163688,0.309221813,5,2,3,5,0,0.026673964
722,183.2177283,96.33118918,0,243,61.21473641,13104.215,12.73856821,1.729433408,0,4,18,3,0,-0.991817261
1133,98.79359275,74.40963869,1,131,44.84384014,4001.25669,64.58300626,0.305683543,6,1,13,7,0,-2.259050041
632,185.1441344,80.93438093,0,457,47.44862593,12357.24136,39.79551939,0.362411812,6,4,3,0,0,0.872415483
662,199.423651,73.36939247,1,269,15.89317369,12889.47704,47.61439362,0.567185585,4,2,7,9,0,1.264585128
714,173.8123496,63.07561325,0,393,73.48754486,4064.738619,46.51395298,1.188058577,5,3,18,7,0,-1.072552841
1232,176.7307022,50.4921503,1,479,57.44961092,766.6290346,17.79582061,1.772342352,8,2,18,7,0,1.619931359
734,87.35131042,87.25360418,1,473,16.50747368,3345.544324,10.32097894,0.894633495,2,2,0,4,0,-1.206537974
1342,136.5053598,96.11521008,0,52,36.7899462,3290.277901,90.85809186,1.137943303,3,0,14,8,0,0.97061343
1157,60.0883871,54.91325556,0,492,73.88484428,1137.323221,29.60187048,0.41632986,8,3,10,11,1,-1.858038117
1250,64.23769052,93.83815442,1,62,53.31017891,11643.51742,48.34710927,0.605297126,9,0,8,8,0,2.83049078
1087,199.8338918,62.4999619,0,119,14.23514623,6141.601299,97.4733217,0.354458949,1,0,2,9,0,-3.023979137
508,98.99588741,58.45457682,1,365,36.68604889,14161.74006,84.40863238,0.878845805,8,4,17,3,0,-2.10428442
573,162.2275868,50.90344597,1,264,25.62902387,4109.52058,19.71377697,1.221637751,4,1,18,13,1,2.54898755
1453,170.999758,28.83589854,0,239,48.98457206,7306.391425,55.76671285,0.639637107,2,2,15,13,1,-2.991030338
991,178.7034907,10.33476947,0,351,76.68569595,10260.37712,75.70711238,1.707392126,7,3,15,1,0,-0.931395666
1412,199.6442446,31.73556042,0,381,42.08270646,14051.6927,72.85535065,1.964352867,8,2,2,0,0,-1.339879341
752,86.22447279,55.87508544,1,255,41.83407258,8441.475516,78.47576672,0.328294219,0,0,17,7,0,-0.559684183
729,56.05262403,44.1963957,1,173,81.9548267,6039.041582,51.17091894,0.133934106,4,1,12,7,0,-0.25427204
1018,111.6787277,50.36367052,0,309,53.97576006,13885.53975,25.83306364,1.600576124,8,0,19,10,0,-0.963405654
673,69.51210047,98.25833976,1,237,53.12624243,5032.918153,51.83851995,0.462221088,1,2,7,6,0,0.410681015
1152,53.36388337,41.52451336,1,319,27.26234081,1362.836824,68.30985243,0.770978526,0,4,6,12,1,1.348965675
667,104.0640241,50.69646454,0,95,56.65643357,7176.169509,64.77328779,0.849039315,7,2,18,12,1,-1.48046894
669,167.5607377,22.01639962,1,337,53.95238973,12582.98357,16.34698484,1.841538839,5,0,19,14,1,-3.197652706
892,134.9271037,14.31619592,1,495,38.73237498,589.4152249,15.84571907,1.35179261,1,3,11,14,1,-1.634588709
1445,96.91669838,79.78685631,1,57,89.2091231,9415.527695,96.8732048,0.177158032,2,3,17,10,0,-0.267702711
1294,148.1513008,61.36148576,0,438,79.96073202,9551.978372,23.66249095,0.128139457,4,3,14,2,0,-0.473562441
1133,84.80272705,78.46343254,0,403,68.71483466,14863.81404,36.50162176,0.479179385,0,3,11,2,0,0.533668561
693,52.15721691,23.4876519,1,67,50.67437502,4654.790593,79.08710339,0.704526688,1,3,5,9,0,1.910439055
1016,164.653008,61.46458941,0,46,44.27508316,4533.50215,46.87093682,1.020595285,0,1,16,7,0,-0.436245828
528,143.5614627,32.82782269,1,94,20.71627859,7103.690056,26.33183679,1.691894883,6,1,3,11,1,-1.321499026
664,164.3453937,30.52556352,0,138,30.98768529,5774.946933,52.05091441,0.698153736,6,4,11,10,0,-1.78545723
921,55.8407025,11.03734126,1,369,70.78666798,11807.89922,61.20549737,0.815420717,9,3,16,7,0,-1.0321723
838,175.5679442,21.73066512,1,93,43.56866108,10303.85803,50.74899484,0.725742067,4,0,4,1,0,0.424696485
1147,142.92893,37.83413003,1,232,79.99290891,12166.8445,92.70514679,0.117034138,9,0,5,13,1,-1.643886819
995,134.5093026,20.51908845,1,402,17.57244659,13138.66448,35.62293656,1.914882924,5,2,14,0,0,0.042644768
864,143.6921072,98.72725964,0,396,48.20950316,14775.40001,69.51989446,0.36409218,2,3,7,0,0,-2.345533832
1332,179.664987,37.77693837,1,49,59.99208314,6951.894035,20.10652493,0.646568209,1,0,19,10,0,-0.84892032
841,138.040476,21.7291552,1,23,48.93211879,15756.68849,45.30569119,0.345676274,9,4,15,0,0,-3.024275204
999,137.142557,27.91740815,0,62,80.58428578,3529.006933,76.68939264,1.032031997,8,0,12,2,0,-1.646967536
1156,198.6018736,62.89329055,0,267,89.11287896,11458.40607,30.23352465,1.871115618,1,4,14,0,0,1.235146973
1010,163.5095251,15.76391715,1,329,14.84594596,8590.748145,63.07939411,0.291331363,0,3,19,7,0,-0.497327595
826,116.3440708,87.61907171,1,118,16.04616685,13088.71946,23.80933263,0.937704155,8,2,12,7,0,-1.065119658
716,156.10955,96.53497113,0,440,16.07754965,7680.651278,19.24315222,0.142512207,7,2,14,8,0,-0.504905777
800,108.3845708,32.20726786,1,88,62.90005317,12564.6243,57.0909474,1.564706621,7,1,1,3,0,-0.170564347
631,84.33131937,50.50857417,1,89,36.67746812,14889.68256,70.75098965,1.318329673,6,3,19,7,0,-0.450063133
1303,139.5277815,11.99210059,1,55,67.33174621,11743.47883,20.20303596,1.429427461,8,0,17,6,0,-0.596400074
569,189.2273147,67.66392023,1,153,39.4650752,12439.89915,92.59986271,0.997439086,2,2,6,3,0,-2.340620505
751,189.370928,47.25334522,1,239,58.34657131,1168.089357,30.31950364,1.824502756,7,4,8,0,0,-3.032329245
914,101.2857917,34.30526195,1,265,70.43793048,3358.826829,20.79777773,0.878159157,0,4,6,11,1,0.076200876
1286,129.1516199,28.61533996,1,268,51.59835241,15591.42947,28.24290175,1.076761642,0,0,8,10,0,-2.812917521
944,81.74538479,68.86207699,1,395,50.85780519,11121.67336,25.26152109,1.421049522,5,0,11,12,1,-0.456182584
1375,199.3446664,47.45953279,1,113,12.49991765,9027.039375,18.16071856,1.089065218,7,3,9,2,0,0.441786131
681,197.1676862,26.16933601,0,166,39.91644815,5934.924337,81.80553113,0.459737731,7,0,9,7,0,-2.451660026
666,147.4263395,72.01981733,0,156,51.39105802,805.7851192,54.59839973,0.702434174,9,0,12,7,0,-1.932797759
590,170.662109,60.85650547,0,8,44.26837018,5969.260937,44.96674963,0.275359489,0,0,4,11,1,-1.23235938
1213,157.2650242,87.28048494,1,202,81.56647002,8032.714685,95.55651343,0.921965645,0,2,7,1,0,-2.280278601
1357,138.9737329,20.5728309,1,217,82.05510373,3462.206199,43.39075484,1.257844977,8,3,9,6,0,-2.31328891
1030,58.00219955,80.70999418,1,431,74.86297735,2852.874981,25.02754534,0.325206894,8,0,5,0,0,-1.800918378
538,118.2146514,70.61651081,0,292,36.90033641,8183.823167,34.66386027,1.298115531,6,0,10,3,0,-2.147438773
625,151.2179453,20.35098431,0,381,65.97042789,9415.877346,31.50698802,1.796457066,0,4,3,13,1,-0.380075157
950,151.6297421,72.53386569,1,50,38.59951919,3914.69491,54.88671516,0.741675093,9,2,1,13,1,-0.967598812
672,105.9683928,49.739256,0,107,24.77045591,9439.492644,36.23546116,0.521862883,1,0,5,14,1,-3.134524456
1152,191.253798,95.0486307,0,9,34.1467247,14415.40543,56.4455055,1.796711521,7,2,12,6,0,1.344785619
1253,75.10355484,22.74502156,1,233,11.03199383,7623.454803,70.23640825,1.414695948,7,3,11,3,0,-1.53155386
719,125.0539169,67.85500517,1,188,33.20108827,13732.5037,79.95689071,0.300250249,4,3,13,3,0,-1.217846594
1137,153.6325965,44.37820409,0,456,44.16308847,14843.61597,73.91420031,0.875412709,1,1,7,13,1,-1.870470762
557,154.5703709,96.11332035,1,323,86.21587606,1569.06506,28.50316448,1.38077024,2,4,2,14,1,-1.156301599
1159,147.2958435,39.69774058,0,309,31.63989983,1623.404117,20.43097473,1.191329362,4,1,4,10,0,-2.433121173
975,91.29323202,96.59673185,0,338,81.70855083,7669.102508,58.82051432,1.275239527,2,2,6,6,0,-3.075502535
955,73.4309853,91.1337266,0,110,24.45295344,9450.828865,27.90206121,1.177556831,9,4,17,0,0,-1.641538837
1328,145.391049,34.33449118,1,483,21.23235631,6871.547085,17.64403496,1.616316594,0,0,5,4,0,0.846658301
1394,139.8953174,82.31875991,0,145,49.1146138,5290.56725,57.43849087,0.708811218,5,4,17,13,1,-0.395827144
860,76.90340154,99.60437816,0,228,62.16346639,10291.80645,39.41147666,1.446078461,4,4,7,13,1,0.520351925
1434,155.7708718,32.7396702,1,309,8.768241318,133.0960464,78.05341107,1.983050941,2,3,6,5,0,-2.026025078
500,118.2757988,49.30994524,1,412,23.79059853,15492.36517,38.27724675,0.84092183,8,1,1,6,0,-2.377630118
886,150.1640887,56.81626629,0,114,43.73311165,3790.057502,98.08454234,1.602991798,9,3,3,6,0,-1.961728379
1472,175.605062,36.54380222,1,63,33.13536856,14681.87042,78.26708721,0.567607551,7,3,8,11,1,-0.516750186
847,75.45926429,11.37383557,1,399,65.57279174,1833.334438,15.19238993,0.635603753,6,1,15,6,0,0.1892893
689,52.8717302,29.81163198,0,275,48.44865066,3885.586195,55.79854663,1.876241361,1,3,18,1,0,-1.654581411
1004,166.865388,35.37431959,1,124,18.63052398,3834.491847,60.63584511,0.149282877,9,4,9,5,0,-3.259955428
690,141.4546138,49.92397312,0,86,81.02955724,15938.83118,72.57724396,0.513111955,4,2,7,8,0,0.093808511
1007,154.9459354,25.39922306,1,70,29.89698242,173.148677,54.80171173,1.017549326,4,0,15,6,0,0.275725004
868,175.7232462,88.5928921,1,47,67.14614426,10270.24753,53.50992386,0.863510481,5,0,7,6,0,-0.580694992
908,170.4216402,73.44200195,0,199,71.29284122,13928.01664,43.11447505,1.295422489,5,3,19,12,1,0.706629766
1323,194.138022,17.66804298,0,364,86.86840452,10789.1511,34.43152455,0.466171896,2,1,3,13,1,-4.03344065
1428,130.3902618,68.5083206,1,432,47.37313465,5867.46771,95.15801908,0.234039308,3,4,19,1,0,-2.639902843
1433,123.2743449,68.82908288,1,201,57.34601881,15337.11887,38.58370027,0.801733456,0,3,12,13,1,-1.314704016
616,110.28308,96.05990563,1,276,33.46448495,14306.98,15.70791921,1.09627496,0,4,9,14,1,-2.849718366
633,73.05365643,10.27187842,0,37,62.64523994,6999.883232,25.05562654,1.16780349,4,4,8,12,1,-0.066407794
557,135.8910849,32.31392048,1,203,44.3875963,9215.923033,87.15489724,1.242837695,3,0,11,12,1,-3.037000133
1055,91.55187865,93.50123314,0,130,42.200451,15483.55509,62.79701132,1.142457792,6,2,14,13,1,0.517923395
